"postURL	contentPost";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/methotrexate-suite-suite-sujet_9161_1.htm#post_0	Bonjour, j'ai eu une injection de <b>METHOTREXATE</b> hier soir pour une geu à 1 mois de grossesse. Pour l'instant je me sens juste abattue et nauséeuse et des douleurs au ventre acoompagnées de pertes brunatres. Y a t'il d'autre signe qui vont me faire savoir que le traitement fonctionne? Y a t'il un délai pour des symptome plus fort? Merci d'avance pour vos réponses!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/methotrexate-douleurs-lendemain-sujet_9238_1.htm#post_0	Bonsoir, j'ai fais une GEU pour laquelle on m'a fait une injection de <b>METHOTREXATE</b> hier après-midi... Jusqu'à ce midi tout allait bien (à part moralement bien-sûr)... Et maintenant j'ai mal du côté gauche, la même douleur que celle qui m'a amené à l'hôpital dimanche dernier et qui a amené les médecins au diagnostic de GEU. Je suis un peu parano et je me pose beaucoup de questions, vous pensez que cette douleur est normale ?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/injection-methotrexate-regles-sujet_11176_1.htm#post_0	Bonjour les filles, J'ai été traitée par méthotrexate suite à une grossesse extra utérine. Mon taux de HCG est redescendu à 0,6 le 30 janvier dernier. Je n'ai toujours pas mes règles... Est-ce normal? Je me fais beaucoup de soucis, je pensais qu'elles arriveraient peu de temps après le taux zéro. Des personnes dans le même cas ou qui ont vécu la même expérience?";;;
"http://forum.doctissimo.fr/grossesse-bebe/bebes_annee/geu-sujet_714918_1.htm#post_0	Je voulais savoir si vous aviez mal, et où ? Combien de temps après l'injection de méthotrexate votre taux a diminué ? J'ai une douleur qui part du pubis et monte assez haut, ça passe par moment, ça me lance beaucoup parfois, je voulais savoir si c'était normal et au bout de combien de temps les douleurs s'estompent. Merci !";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/grossesse-extra-uterine-sujet_9965_1.htm#post_0	Bonjour à toutes, je viens rechercher de l'aide sur ce forum, enceinte d'un mois et demi, il y a 15 jours, j'ai subis une injection de <b>METHOTREXATE</b>, aujourd'hui le taux est de 288 ( alors qu'il était de 1400 au début ), je voulais savoir quand mes régles allaient revenir et si certaines d'entres vous sont tombées enceinte aussitôt un taux 0, merci d'avance pour votre aide";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/combien-temps-geu-sujet_9220_1.htm#post_0	Bonsoir à toutes Voilà, au mois d'août j'ai fait une geu, qui a été \""soignée\"" par injection de <b>METHOTREXATE</b>. La gygy de l'hôpital m'a dit qu'il fallait attendre quelques temps, suite à l'injection de ce produit, pour refaire un essai bb.. Mais combien de temps..? Elle ne me l'a pas précisé.. J'ai recommencé ma pilule (Adépal) en septembre.. Après un an d'arrêt.. Merci pour vos réponses! Bonne soirée!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/hystero-salpingographie-sujet_11014_1.htm#post_0	help les filles!!! Apres une 1ere GEU , une seule injection de <b>METHOTREXATE</b> a suffit rendre mes betaHCG negatives (ca a stagné 2 semaines avant l'injection). La gyneco veut que je fasse une hystero-salpingographie avant de faire essai autre bébé... seulement,j'ai lu qu'il fallait y penser au bout de le 3eme GEU. Pour mon cas,c'est un peu tot ne trouvez vous pas? En plus il parait qu'on deguste pendant et apres l'examen ... qu'en pensez vous?qq1 a vecu cette situation?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/negativation-injection-methotrexate-sujet_8570_1.htm#post_0	Bonjour à toutes! j'ai eu une injection de méthotrexate mercredi dernier et il est passé de 2075 à 498 en 5 jours Je suis assez contente de bien réagir au traitement pour sortir au plus vite de tout ça! Y a-t-il une cinétique de décroissance prévisible des Bhcg ou est-ce que cela dépend des femmes?? Merci de vos réponses les filles!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/retour-couche-negativation-sujet_8722_1.htm#post_0	bonjour, Je viens souvent sur ce forum mais c'est la première fois que je poste...alors voilà... On m'a diagnostiqué une geu le 19 mars, le 20 mars on me fait une injection de méthotréxate. Mon taux de bhcg était de 1500 et aujourd'hui je suis à 32 et depuis hier j'ai eu mes règles alors que mon taux n'est pas encore négatif... c'est déjà arrivé à quelqu'un?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/taux-font-methotrexate-sujet_9614_1.htm#post_0	Bonjour , depuis le 21/04 je vis l'enfer ! geu diagnostiquée et injection <b>METHOTREXATE</b> dans la foulée , avec un taux hcg à 3256 . le 26/04 : hcg 3029 le 29/04 : hcg 2900 le 02/05 : hcg 3129 !!!!!! je n'y comprend plus rien ! Qqu'un peut il me dire s'il a vecu çA ? Mon gyneco veut que je refasse une pds demain (04/05) . Y a t'il une chance pour que ça rebaisse ? Je n'ai pas de douleurs majeures , juste qques pertes de glaires sanguinolentes . Merci de m'aider , j'avoue que je n'en peux plus ...moral au plus bas ....";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/grossesses-grossesses-winneuses-sujet_11223_1.htm#post_0	Bonjour les filles je vous explique mon cas. J'ai 21 ans pas d'enfant et je ne fume pas. J'ai fais une GEU à droite en février traiter par méthrotréxate le 23 février puis la rebelote re GEU à gauche traité le 5 mai toujours par méthrotréxate mais j'ai du aller au bloc en urgence car rupture de la trompe donc ablation. J'attends que mon taux soit à 0 sachant que ce matin il était à 72 J'aurais voulu avoir des avis, des femmes qui sont passée par la histoire de me remonter le moral et d'envisager une future grossesse \""naturelle\"". Dois-je retenter ? Attendre ? Ai-je un risque de re récidive ? Sachant qu'il ne me reste qu'une trompe je suis frileuse ... Aidez moi s'il vous plaît tanykyne 28 ans Chéri 28 ans essai bébé 3 depuis avril 2015 geu en juin 2015 traité par méthotrexate œuf claire en août 2015 (aspiré ) minifleur 21 ans Son chéri 24 ans essai bébé 2 depuis juillet 2014 geu en mai traité par méthotrexate reprise des essais en septembre TG + le 4/10/15 sarahneb 27 ans Chéri 28 ans Essai bébé depuis mars 2015 geu traité par méthotrexate en mai TG + le 2/10/15 Lolyah2815 29 ans Chéri 29 ans Essai bébé 1 depuis décembre 2014 2 geu décembre 2014 et mai 2015 avec ablation de la trompe droite Utilisateur supprimé 29 ans Chéri 32 ans essai bébé depuis octobre 2013 pas d'enfant 1 fausse couche en mai 2014 à 9sa 3 geu juin 2014 / décembre 2014 / juin 2015 + ablation de la trompe droite actuellement en C3 Utilisateur supprimé (LULU) 32 ans Chéri 38 ans Bébé 1 après 3 ans d'essai Essai bébé 2 depuis avril 2013 Cycles anovulatoires geu février 2015 cœlioscopie conservatrice Parcours PMA commencé C2 sous stim Tiitaa93 (Kheira) 22 ans Chéri 25 ans Essai bébé 1 depuis novembre 2014 2 geu février 2015 et mai 2015 + ablation trompe gauche Voila les filles !!! N'hésitez le groupe est ouvert à toutes et à tous !";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-libre/grossesse-extra-uterine-sujet_219568_1.htm#post_0	Je fais une geu de 4 semaines j été au Urgences et ils mon injecté <b>METHOTREXATE</b> cela fait déjà une semaine j ai quelque nausée des maux de ventre et saignement pas important.... Mon taux de beta augmente toujours mais ne double pas. Aujourd'hui j'ai fait l'amour avec mon mari vu que suis  toujours enceinte meme si le bb n'est pas dans mon utérus est ce que je peut être a nouveaux enceinte au ovule dans mon utérus, avec un bb déjà dans une trompe ?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/negativation-suite-mtx-sujet_10914_1.htm#post_0	J'Ai fait une Geu détectée à 6sa, j'ai reçu une injection de méthotrexate. Mon taux de hcg diminue: J1: 1890 => Mtx J4: 480 J6: 340 J8: 240 J11: 32 J15: c'est demain et je pense être près de 0. J'ai encore des douleurs quand je m'assoie et quand je vais aux toilettes. Pensez vous qu'un trompe puisse se rompre même après que le taux de hcg soit repassé à 0 ? Vous douleurs ont elles encore duré longtemps ? Merci pr vos réponses.";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/injections-methotrexatesujet_10688_1.htm#post_0	Bonjour à toutes, suite à une geu, j'ai déjà eu deux injections de méthotrexate, une le 1er décembre, et une le 5. Hier, j'ai fait une PDS et une écho, rien n'a bougé, les bHCg sont en légère hausse, et j'ai tjs un hématome dans la trompe. Je n'ai presque plus de douleurs dans le ventre, mais me seins sont tjs gonflés et tendus. que pensez-vous de ma situation?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/grossesse-extra-uterine-sujet_11345_1.htm#post_0	Je fais une geu de 4 semaines j été au Urgences et ils mon injecté <b>METHOTREXATE</b> cela fait déjà une semaine j ai quelque nausée des maux de ventre et saignement pas important.... Mon taux de beta augmente toujours mais ne double pas. Aujourd'hui j'ai fait l'amour avec mon mari vu que suis  toujours enceinte meme si le bb n'est pas dans mon utérus est ce que je peut être a nouveaux enceinte au ovule dans mon utérus, avec un bb déjà dans une trompe ?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/sujet_11129_1.htm#post_0	bonsoir, voila je suis nouvelle, je vous présente ma situation. cela fait 1 an et demi que j'ai fait 2 geu. la 1ere traité par cœlioscopie avec conservation des 2 trompes, la 2eme traitée par méthotrexate. j'ai a nouveau arrété ma pillule le 21 aout 2014 et la jeudi 6 novembre prise de sang : 145 ui/l, samedi 8 : 273 ui/l et aujourd'hui lundi 10 : 354 ui/l. j'ai appelé mon gyneco mais pas la avant jeudi donc rdv jeudi 13. je suis en larme, je pense refaire une geu qu'en pensez vous?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/geu-trompe-questions-sujet_11249_1.htm#post_0	Bonsoir les filles, Je reviens sur ce forum après de nombreuses années. Pour les anciennes j'étais sous le pseudo Chaelle38. J'ai 24 ans aujourd'hui et tout à commencé à mes 21 ans. Je me retrouve aujourd'hui avec de nombreux antécédents et je me demande si je suis la seule dans un cas comme le mien. 2009 : 1 grossesse déclenchée et naissance de mon bébé 2011 (janvier) : GEU trompe droite coelio conservatrice 2011 (juin) : GEU ovaire gauche <b>METHOTREXATE</b> 2012 : FCS 2013 : GEU trompe gauche ablation 2013 : FCS 2014 (mai) : GEU trompe droite <b>METHOTREXATE</b> + FCS 2014 (aout) : GEU trompe droite <b>METHOTREXATE</b> Actuellement, il me reste ma trompe droite avec 3 cicatrices de mes GEU. J'ai insisté pour ne pas m'enlever ma trompe car je ne souhaite pas avoir recours à la FIV. Maintenant, j'ai accepté le fait que ma prochaine grossesse sera ma dernière car il y a 98% de chances qu'elle soit dans ma trompe et qu'on me l'enlèvera. Si vous avez des questions je suis là, je suis passée par tous les stades de GEU autant d'un point de vue symptomatique qu'émotionnel. J'ai connu les GEU sans douleurs, avec douleurs, avec les HCG qui doublent les 48h ou qui dégringolent, les kyste du corps jaune + GEU, GEU avec ou sans saignement, ablation de la trompe, coelio conservatrice, traitement méthotrexate avec ou sans échec, GEU + GIU, avec hémorragie interne... Si je peux aider quelqu'un par mon expérience c'est avec plaisir car je sais combien il est difficile de trouver quelqu'un qui comprenne ce que l'on vit et ce que l'on ressent. Qui comprenne le déchirement dans son coeur quand on voit sur l'écho que son bébé est là vivant mais qu'il faut le tuer pour pouvoir vivre. Il y a l'avant, le pendant et l'après GEU. Le regard et les explications face à sa famille et ses proches dans l'incompréhension totale, le mépris de ces femmes enceintes tout autour de nous, les souvenirs incessants de ces grossesses jamais abouties etc.... Si vous avez besoin d'un soutien je suis là, j'aurais aimé que l'on me soutienne. Gardez l'espoir en tout cas, pour ma part j'ai pu apaiser mes souffrances avec ma religion.";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/geu-sujet_11246_1.htm#post_0	apres une GEU on ma injecté aujourd'hui le <b>METHOTREXATE</b> , jai resté sous surveillance pendant 6h pas des douleurs insupportables ni perte du sang , est ce que c'est normal? je m'inquite puis jai lu qu'il ya des symptomes apres linjection en plus jai minquite trooop car jai lu que la trompe peut s'eclater vu que la grossesse est dans la trompe droite , est ce que cest possible meme apres linjection, aidez moi svp, je suis seule et je peux parler a personne";;;
"http://forum.doctissimo.fr/medicaments/medicaments-grossesse/grossesse-methotrexate-sujet_148915_1.htm#post_0	Bonjour. Je suis actuellement enceinte mais mon conjoint est sous méthotrexate, je suis à environ 3semaines de grossesse. Et j'aurai aimé savoir si ce type de grossesse se bien déroulé, avoir vos conseils, connaître les risques d'une telle grossesse. Si il faut pratiquer des examens spécifiques, si ces grossesses vont à terme.... J'aimerais avoir des témoignage de femme qui ont vécus des grossesses similaires à la mienne. Merci de me répondre. Cordialement";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/injection-methotrexate-passe-sujet_11177_1.htm#post_0	bonjour les filles lundi j'ai peut etre fait une fausse couche (saignement...) mon gygy m'a parlé de faire une piqure car mon taux ne reduit pas. il pense a une geu ou grossesse non evolutif. il peut pas etre sur car on voit rien a l'echo la piqure je suppose que c'est l'injection de <b>METHOTREXATE</b> question doit on etre hospitalisé? y a t'il des jours de repos ? sa fait mal?? j'aurais surment la réponse demain mais je flipe un peut merci pour vos réponses";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/methotrexate-combien-negative-sujet_11202_1.htm#post_0	Bonjour, On m'a découvert une geu le 27. Après avoir vu 3 gyneco qui me parlaient de fausse couche. Ouf j'ai évité le pire ! Bref injection de <b>METHOTREXATE</b> et j'aimerai savoir combien de temps met le taux de BHCG à être à zéro? Après un an d'essai bébé et une geu et maintenant 3 mois de contraception à reprendre on a un peu hâte de relancer les essais.";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/metho-operation-sujet_9709_1.htm#post_0	Bonjour, J'ai eu une geu avec traitement au <b>METHOTREXATE</b> (taux 2800) puis coelioscopie avec ablation de la trompe. On m'a dit d'attendre 6 mois avant de reprendre les essais. En lisant les forums je vois que le temps d'attente est de 3 mois en moyenne. Savez vous pourquoi le délai annoncé est aussi long pour moi car je n'ai pas envie d'attendre aussi longtemps... Y a t il un risque pour le futur bébé? Si oui lesquels ? Existe t il un moyen de savoir si le métho est toujours dans le corps ou évacué ? Merci pour votre aide";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/message-espoir-geusujet_10605_1.htm#post_0	Ca fait longtemps que je voulais poster ici pour redonner un peu d'espoir à celles qui comme moi sont passées par là alors cette fois je me lance! J'ai fait une GEU en décembre 2010 alors que nous étions en essai bébé depuis 4 mois environ. Moi qui m'angoissais déjà depuis longtemps de ne pas réussir à avoir d'enfants (allez savoir pourquoi..!! ) ça n'a rien arrangé à mes peurs. J'ai du faire un curetage par coelio car le méthotrexate n'a rien donné mais on a malgré tout réussi à \""sauver\"" ma trompe. Suite à ça, la première question que j'ai posé au chirurgien a été \""quand est-ce qu'on peut reprendre les essais bébé?\"" Il m'a dit d'attendre 3 mois le temps que la trompe cicatrise bien et que le méthotrexate s'élimine complètement de mon corps. Et 3 mois après +++ et pas de GEU cette fois (j'ai fait une écho très tôt pour être rassurée). Et depuis j'ai donc 2 beaux petits garçons (parce qu'on a remis ça rapidement après la naissance du 1er) de 22 mois et 7 mois et demi. Et pourtant je n'y croyais plus après ma GEU d'autant que j'avais eu des soucis après l'arrêt de la pilule (cycles tout déréglés et qui duraient parfois plus de 50 jours... ). Voilà pour ma petite histoire qui j'espère en rassuera certaines. Comme quoi GEU ne rime pas toujours (même si je sais que maheureusment ça arrive parfois...) avec problème par la suite pour avoir des enfants (ce dont j'étais persuasée avant!). Bonne journée à toutes!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/geu-sujet_8557_1.htm#post_0	Bonjour à toutes,    Je viens demander des conseils aprèe une GEU.  Après un test grossesse urinaire effectué samedi et ki été positif dimanche matin commencent de grosses douleurs ds le bas ventre surtout coté droit. Avec mon conjoint ns sommes allés aux urgences et après écho le gygy me dit GEU donc hospitalisée juska lundi, dimanche soir injection de méthotrexate. Les douleurs sont tjs là mais pas de saignements je voudrais avoir des témoignages de femmes ki sont ou ont été ds mon cas. Merci à toutes celles ki me répondront.";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/geu-forum-sujet_8573_1.htm#post_0	 J'ai 26 ans et une GEU a été diagnostiqué le 15 février le 11/02 taux beta hcg 978   le 15/02 taux beta hcg 1955 , echo montrant un oeuf clair dans la trompe gauche , 1ere injection de <b>METHOTREXATE</b> ! Le 18/02 taux beta hcg 2739 Le 19/02  echo de controle : aucun changement , 2eme injection de <b>METHOTREXATE</b> Le 23/02 taux beta hcg 3484 Le 24/02 echo de controle , l'oeuf apparait legerement destructuré"; coelioscopie envisagé si le taux ne baisse pas le lendemain Le 25/02 ouf ca baisse taux beta hcg 2581 Le 01/03 taux beta hcg 1889 Prochain controle taux beta hcg  le 08 mars... voila pour ma petite histoire , tout s'arrange , malgrés une grosse fatigue , puis encore un peu mal au ventre , puis surtout enormement d'angoisse pour la suite , peur d 'une nouvelle geu , peur de pas retomber enceinte car en plus d'une geu y'avait un oeuf clair ... Trés angoissée mais j'ai le  plaisir de lire pleins d'histoires qui se finissent trés bien , je vois que parfois il faut s'armer de patience et de courage et qu'un miracle arrive ...et que pour d'autres tout se passe bien par la suite !;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/peur-geu-sujet_8869_1.htm#post_0	Bonjour à toutes, Après une geu en déc 2009 soignée par méthotrexate, me voilà à nouveau enceinte! Chouette! Mais voilà qu'après plusieurs jours de douleurs tantôt à gauche tantôt à droite, depuis hier, la douleur (un peu plus forte) se focalise plutôt sur la droite là où j'ai eu ma GEu... Est-ce inquiètant? ou pas forcément? certaines d'entre vous ont-elles déjà eu des douleurs comme ça et que le BB était bien placé? J'ai une prise de sang mercredi matin et une autre ce matin, j'attends les résultats via ma gynéco. Merci pour vos réponses...";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/baisse-injection-methotrexate-sujet_11167_1.htm#post_0	Bonjour, j'ai été traité le 30 décembre pour une GEU par <b>METHOTREXATE</b>. Mon taux est passé de 1200 à 289 en trois semaines. Mais, hier j ai refait une nouvelle prise de sang et mon taux étais à 205. Il n'a donc pas beaucoup baisse en une semaine. Je voudrai savoir si quelqu'un pouvait me dire si c'était normal. Je ne voudrai pas encombrer les urgences pour rien et ayant demenagé récemment je n'ai pas encore de gynéco. Merci.";;;
"http://forum.doctissimo.fr/medicaments/medicaments-grossesse/traitement-methotrexate-grossesse-sujet_148079_1.htm#post_0	Bonjour à tous, Ma question peut paraitre bête mais je ne trouve pas de réponse sur le net, je suis enceinte d'environ 9SA, mon chéri doit prochainement commencé un traitement de <b>METHOTREXATE</b> pour une polyarthrite, je me demande donc si son traitement va avoir des effets sur l’embryon ou si c'est au moment de la conception que les effets sont nocifs. Si je ne suis pas dans la bonne section du forum n'hésitez pas à me le dire. Merci d'avance";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/attendre-retenter-grossesse-sujet_11228_1.htm#post_0	Maman d'un petit garçon de 3 ans, je viens de faire une GEU. Découverte très tôt, j'ai eu 2 injections de méthotrexate! L'interne qui m'a prise en charge au début m'a dit qu'il ne fallait surtout pas tomber enceinte dans les 3 mois suivants, car risque de récidive + risque malformation avec le métho! Et l'interne qui m'a annoncé que les béta hcg étaient bien revenus à 0, m'a dit que je pouvais réessayer dès maintenant!!! Je suis un peu perdue... Dans le doute, je vais attendre 3 mois, mais si quelqu'un avait une explication claire et fiable à me donner, je suis preneuse... Bonne journée à tous...";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/grossesse-traitement-methotrexate-sujet_8548_1.htm#post_0	bonjour je suis nouvelle sur le forum,cela fait 2ans 1/2 que je suis en essai bb1  j'ai fait une insemination artificielle au mois de janvier qui s'est révélé ++, 1 mois apres je vais chez gygy pour voir comment se passe la grossesse et la, la douche froide pas d'embryon dans l'uterus, on m'apprend que je fais une grossesse extra uterine, n'ayant aucune douleur on me fait une 1ere injection de <b>METHOTREXATE</b>, mais mon taux ne baisse pas, alors 2eme injection 3jours apres je commence a saigner et mon taux diminue peu a peu j'aurais aimé savoir si d'autres personnes sont dans le meme cas que moi et si je pourrai reprendre mes essais de IAC prochainement?? merci";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/question-1mois-sujet_11013_1.htm#post_0	Bonjour, En 2009 j ai fait une geu à droite, et cœlioscopie conservatrice malheureusement trompé bouchée, entre temps 3fiv et échec, et je devais me faire enlever la trompe droite avant fiv 4 , Je suis tombée naturellement enceinte mais geu à gauche.... Du coup le 19 février j ai du une injection de <b>METHOTREXATE</b>. J ai eu beaucoup de grosses douleurs et de saignements abondants. Mal semaine dernière mon tau était tombé à 900 et cette semaine à 370 donc plutôt bon signe. Je n'ai plus de saignements mais depuis hier j ai des glaires épaisses et rosées ... Est-ce normal ? Je flippe. Avec mon mari on se protège pendant les câlins mais j ai la trouille... Merci de votre aide";;;
"http://forum.doctissimo.fr/grossesse-bebe/Ovulation/sujet_13719_1.htm#post_0	Bonsoir, voilà j'essaye d'avoir un bébé avec mon copain depuis le mois d'août où j'ai arrêté la pillule. En décembre j'ai fait une GEU pour laquelle j'ai eu une injection de <b>METHOTREXATE</b>. Depuis mes cycles se sont \""remis en ordre\"". Je fais ma courbe de température depuis 1 mois. Mais selon cette courbe je n'ovule pas puisqu'il n'y a pas de hausse de t° comme il devrait. Cependant j'ai eu des tiraillements dans le ventre comme de très légères douleurs de règles, et glaire blanc d'oeuf... Alors comment interpréter tout ça ??? J'ai peur, je suis perdue !!!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/saignements-taux-negatif-sujet_11250_1.htm#post_0	Bonjour les filles ! J'ai eu une injection de <b>METHOTREXATE</b> il y a un mois pour traiter ma deuxième geu(taux à plus de 3000). Hier j'ai eu ma dernière pds et mon taux est enfin négatif (à 1). Ce qui me chicotte c'est que j'ai encore de légères pertes de sang (genre c'est rose quand je m'essuie mais ça ne coule pas) et parfois de un ou deux petits caillots dans la toilette (désolée pour les détails). Est-ce que ça vous est arrivé ? Et combien de temps après le taux négatif ça a continué ? Merci !";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/sujet_10433_1.htm#post_0	Bonsoir à toutes !! J'ai fais une fc en décembre 2011, en janvier on s'aperçoit que c'est en faite une GEU car le bhcg ne diminué pas. Injection de <b>METHOTREXATE</b> le 06 février, le Gygi m'a conseillé d'attendre 3mois avant de reprendre les essais. J'ai repris les essais ce moi, c'est foutu je viens d'avoir mes règles, je suis désespérée, j'ai tellement envi de bb1 que je suis en dépression parce que j'ai pas réussi. Je me pose tous pleins de questions peut être que j'ai de plus gros problèmes ?! Aidez moi svp à voir plus claire, car ça devient vraiment urgent j'en dors plus la nuit . Merci pour vos réponses!!";;;
